subsidy,sizeStdDev,sizeRange,largestPlot,coeffVariation,giniCoeff,Income,Net_Prod,NCH_Patches,NCH_Strategy,NCH_Efficiency,Income_Dev,HS_Patches
0,0.957427108,0.008888889,0.253333333,0.017020926,0.007777778,8.852711111111113,8.852711111111113,0.014488888888888891,0.2500000000000001,7.203507936507936,0.7175691786283893,0.7042666666666669
0,4.5,0.048888889,0.275555556,0.08,0.036666667,9.543288888888888,9.543288888888888,0.012711111111111112,0.09500000000000001,2.882602614379085,0.1710286776000723,0.8632888888888893
0,3.236694375,0.04,0.151111111,0.100697158,0.040634921,8.794755555555554,8.794755555555554,0.014044444444444443,0.28285714285714303,3.1790300927143034,1.3019261286332715,0.6888888888888891
0,3.122498999,0.044444444,0.12,0.12489996,0.05037037,7.995022222222224,7.995022222222224,0.015999999999999997,0.4955555555555556,11.544134707397864,1.7815520159229667,0.4721777777777781
0,3.440826313,0.048888889,0.137777778,0.122340491,0.051666667,9.321244444444442,9.321244444444442,0.014488888888888893,0.13750000000000007,3.0350350877192978,0.6373028662799936,0.8184888888888889
0,6.946221995,0.062222222,0.275555556,0.123488391,0.056666667,9.3544,9.3544,0.013244444444444442,0.135,3.3782622516091076,0.413679530584297,0.8246222222222226
0,8.154753215,0.088888889,0.226666667,0.181216738,0.08,9.655555555555555,9.655555555555555,0.014311111111111111,0.04,1.132964293906262,0.1157969470799072,0.9156444444444449
0,7.104659772,0.102222222,0.186666667,0.22103386,0.109206349,9.211822222222223,9.211822222222223,0.013688888888888893,0.1857142857142857,6.13525572977747,0.43970243171317275,0.7743111111111115
0,13.84136313,0.146666667,0.311111111,0.246068678,0.11,9.558133333333332,9.558133333333332,0.014666666666666666,0.07500000000000001,2.971079365079365,0.20591582684379295,0.8642666666666671
0,9.28131764,0.128888889,0.182222222,0.288752104,0.118095238,9.371555555555556,9.371555555555556,0.013066666666666667,0.1514285714285714,5.714989247311828,0.21105846310649698,0.8048000000000004
0,12.28820573,0.142222222,0.248888889,0.273071238,0.120888889,9.066577777777779,9.066577777777779,0.014755555555555558,0.20400000000000007,5.5902160344363745,0.41018857616089915,0.7605333333333337
0,2.863104682,0.057777778,0.071111111,0.254498194,0.123333333,8.23902222222222,8.23902222222222,0.01377777777777778,0.41100000000000025,4.682051407373989,1.8224638503163506,0.5619555555555557
0,2.776291088,0.053333333,0.066666667,0.271459573,0.124646465,8.580355555555554,8.580355555555554,0.014933333333333333,0.2945454545454547,3.123544566544568,1.5265239168544953,0.6467555555555554
0,1.975403185,0.04,0.044444444,0.280946231,0.126805556,7.8878222222222245,7.8878222222222245,0.01644444444444444,0.48812500000000014,7.214850649350653,1.9516439732142854,0.4644444444444443
0,10.89495296,0.12,0.2,0.290532079,0.12962963,8.607466666666673,8.607466666666673,0.01653333333333333,0.29333333333333345,6.729198381328816,1.156232780838307,0.6486222222222221
0,2.25227692,0.04,0.044444444,0.28028335,0.12968254,8.208266666666667,8.208266666666667,0.015733333333333335,0.4107142857142856,4.939049350649352,1.8405467484612898,0.5446222222222219
0,8.096516006,0.111111111,0.155555556,0.287876125,0.131666667,8.666666666666668,8.666666666666668,0.013866666666666668,0.41000000000000025,8.298601398601397,1.4470855147456712,0.6235555555555552
0,7.937253933,0.124444444,0.146666667,0.317490157,0.133333333,8.067555555555554,8.067555555555554,0.015022222222222223,0.43111111111111106,8.910482540576039,1.825317750294421,0.5096888888888891
0,16.1322658,0.173333333,0.328888889,0.286795837,0.134444444,9.381155555555557,9.381155555555557,0.014577777777777782,0.15000000000000002,5.717237250554324,0.291260456885457,0.8120000000000004
0,4.309458037,0.088888889,0.115555556,0.287297202,0.135703704,8.41688888888889,8.41688888888889,0.015644444444444443,0.3999999999999997,7.327148370542994,1.7170957488408467,0.586844444444445
0,12.77106104,0.155555556,0.208888889,0.340561628,0.14,8.461600000000002,8.461600000000002,0.012888888888888887,0.4166666666666664,5.858883664228491,1.7264904106925383,0.6066666666666668
0,6.517110347,0.102222222,0.12,0.318614284,0.142222222,8.95617777777778,8.95617777777778,0.013511111111111113,0.18000000000000008,1.663611224991309,1.0441595070559464,0.7365333333333336
0,4.565157099,0.071111111,0.102222222,0.28405422,0.142539683,7.789422222222225,7.789422222222225,0.017511111111111106,0.5628571428571434,13.694713924963926,1.8292887723506495,0.4216888888888889
0,1.816259563,0.035555556,0.04,0.298673795,0.147507508,8.344622222222224,8.344622222222224,0.014755555555555556,0.3783783783783781,3.1047998619737767,1.8381500110148756,0.5849777777777777
0,1.573263666,0.04,0.044444444,0.30766045,0.14959596,7.799733333333336,7.799733333333336,0.015733333333333335,0.49772727272727274,4.417037182975264,1.9770879574970486,0.4539555555555558
0,18.13605984,0.195555556,0.342222222,0.322418842,0.152222222,9.195555555555556,9.195555555555556,0.014577777777777778,0.19500000000000006,6.355775853775855,0.43009361471861474,0.7671111111111114
0,7.412451986,0.097777778,0.133333333,0.32944231,0.154222222,9.35555555555556,9.35555555555556,0.013866666666666666,0.17800000000000007,3.3230146198830406,0.883594363929146,0.8322666666666663
0,4.434241762,0.075555556,0.088888889,0.315323859,0.156388889,8.372,8.372,0.015644444444444443,0.37125000000000014,4.228192673992674,1.7455536954365087,0.5909333333333333
0,17.56416807,0.186666667,0.248888889,0.390314846,0.16,9.153244444444445,9.153244444444445,0.013066666666666667,0.15200000000000008,3.8027441737006957,0.698521094255884,0.779466666666667
0,4.146224363,0.066666667,0.08,0.313270285,0.160522876,9.283466666666666,9.283466666666666,0.014400000000000001,0.175294117647059,2.511924579124579,0.7900028181443814,0.8079111111111109
0,13.1076132,0.164444444,0.177777778,0.407792411,0.161269841,8.365333333333334,8.365333333333334,0.01457777777777778,0.3714285714285718,7.215705128205129,1.5567486426296682,0.5644444444444447
0,7.326167298,0.124444444,0.128888889,0.358168179,0.162424242,8.204533333333329,8.204533333333329,0.015466666666666667,0.45818181818181825,5.734771526517445,1.8744211425377433,0.5445333333333336
0,19.98958062,0.213333333,0.342222222,0.355370322,0.163333333,9.427022222222222,9.427022222222222,0.01448888888888889,0.11500000000000002,4.360211873184287,0.19164915426574552,0.8295111111111115
0,22.67708094,0.217777778,0.4,0.403148106,0.163333333,8.99928888888889,8.99928888888889,0.015733333333333335,0.22500000000000012,3.94947348906192,1.0158620336735282,0.7454222222222223
0,3.214268461,0.071111111,0.08,0.342855303,0.16537037,8.104088888888889,8.104088888888889,0.015288888888888888,0.41916666666666674,4.640386996112822,1.8835053580678585,0.5291555555555556
0,7.118477876,0.111111111,0.128888889,0.348014474,0.168080808,8.09137777777778,8.09137777777778,0.014311111111111113,0.489090909090909,8.355253580811935,1.8310350553176777,0.5136000000000003
0,12.95762324,0.16,0.266666667,0.34553662,0.168148148,9.360711111111112,9.360711111111112,0.01368888888888889,0.15666666666666665,4.937571428571429,0.23206969881969886,0.8114666666666671
0,16.98528775,0.191111111,0.262222222,0.377450839,0.168888889,8.513600000000002,8.513600000000002,0.014933333333333333,0.4400000000000003,4.980190458973067,1.6983510069790628,0.6056000000000002
0,9.046506824,0.12,0.186666667,0.321653576,0.170555556,9.430933333333332,9.430933333333332,0.013422222222222223,0.10500000000000004,3.778981012628072,0.30372337878395056,0.8328888888888893
0,6.485684433,0.088888889,0.102222222,0.374728434,0.174358974,8.326577777777777,8.326577777777777,0.014844444444444443,0.3815384615384616,6.682093685814618,1.780862807121192,0.5760000000000001
0,2.113868146,0.062222222,0.066666667,0.40398369,0.176744186,8.182666666666668,8.182666666666668,0.014933333333333335,0.40418604651162787,4.7407161172161185,1.892244817018208,0.541511111111111
0,16.23268308,0.177777778,0.271111111,0.360726291,0.177777778,8.78382222222222,8.78382222222222,0.014666666666666668,0.30400000000000016,8.539401709401709,1.2547664491442818,0.6755555555555554
0,1.626329244,0.026666667,0.031111111,0.346950239,0.180277778,8.217066666666668,8.217066666666668,0.015199999999999997,0.3854166666666665,4.728935574229693,1.905076802248677,0.5585777777777777
0,11.33184514,0.173333333,0.186666667,0.402910049,0.181666667,8.309244444444445,8.309244444444445,0.014311111111111111,0.44500000000000023,7.236952084952085,1.8280957792207793,0.5664000000000001
0,8.809716858,0.115555556,0.133333333,0.391542971,0.181777778,8.603111111111115,8.603111111111115,0.013511111111111114,0.33400000000000024,2.6603430295195007,1.5612734201787983,0.6470222222222222
0,5.769377288,0.12,0.128888889,0.384625153,0.181925926,9.319022222222218,9.319022222222218,0.01377777777777778,0.12666666666666684,2.256700882986598,0.6522412471989494,0.8201777777777777
0,16.89674525,0.2,0.306666667,0.375483228,0.184888889,9.422577777777777,9.422577777777777,0.013244444444444446,0.15200000000000002,4.4610426065162905,0.3011752795031057,0.821066666666667
0,3.12557687,0.071111111,0.075555556,0.375069224,0.186337449,8.359466666666666,8.359466666666666,0.015644444444444447,0.38148148148148153,3.0694230719401,1.8240798308266226,0.583377777777778
0,16.77796174,0.182222222,0.284444444,0.372843594,0.186666667,9.462044444444444,9.462044444444444,0.014133333333333335,0.11200000000000004,2.569143875732111,0.3901038906312184,0.8500444444444449
0,9.899494937,0.146666667,0.182222222,0.395979797,0.188641975,8.82337777777778,8.82337777777778,0.014399999999999998,0.31333333333333313,5.165036904761905,1.3464071274562508,0.6884444444444446
0,1.606216664,0.026666667,0.031111111,0.349798296,0.190113379,8.174044444444444,8.174044444444444,0.014044444444444441,0.4416326530612241,3.2726926172767956,1.9514021935304733,0.5488888888888885
0,14.3111678,0.182222222,0.191111111,0.445236332,0.191746032,8.543022222222223,8.543022222222223,0.014755555555555556,0.27999999999999997,6.108242973286877,1.3849047346057313,0.6307555555555557
0,4.540295774,0.106666667,0.111111111,0.423760939,0.191746032,8.097155555555556,8.097155555555556,0.014666666666666665,0.46761904761904777,10.568563530037213,1.8143505531505533,0.5010666666666663
0,5.08096216,0.102222222,0.111111111,0.383894919,0.192941176,8.22808888888889,8.22808888888889,0.015288888888888887,0.3658823529411764,5.268131645478704,1.771518952558399,0.5571555555555556
0,17.72850812,0.208888889,0.217777778,0.472760216,0.193333333,9.456888888888889,9.456888888888889,0.013955555555555558,0.13333333333333333,5.0644948978273785,0.2457860063217206,0.821955555555556
0,4.889965716,0.084444444,0.093333333,0.391197257,0.193333333,8.618133333333336,8.618133333333336,0.0152,0.2877777777777778,5.17025258799172,1.4380428783574206,0.6459555555555557
0,7.212678232,0.106666667,0.124444444,0.384676172,0.193703704,8.049333333333333,8.049333333333333,0.013600000000000001,0.47833333333333367,4.603954429202511,1.8991589864584244,0.5136888888888885
0,3.421534239,0.088888889,0.097777778,0.456204565,0.193925926,8.174755555555555,8.174755555555555,0.014666666666666666,0.41333333333333355,5.049241991341993,1.841744205547539,0.5379555555555555
0,22.96918225,0.222222222,0.351111111,0.408341018,0.194444444,8.837066666666663,8.837066666666663,0.013777777777777776,0.3100000000000001,7.158949272949271,1.3332761283603167,0.6779555555555553
0,6.447022767,0.102222222,0.12,0.372494649,0.197606838,8.26426666666667,8.26426666666667,0.015288888888888892,0.40461538461538465,7.455574786324788,1.7836871156806298,0.554488888888889
0,4.876096368,0.102222222,0.106666667,0.433430788,0.199333333,8.426044444444445,8.426044444444445,0.013866666666666664,0.3760000000000002,6.8126364683176845,1.669809003496504,0.5905777777777776
