subsidy,farmSize,Income,Net_Prod,NCH_Patches,NCH_Strategy,NCH_Efficiency,Income_Dev,HS_Patches
0,0.02,9.000000000000002,9.000000000000002,0.015466666666666663,0.2815999999999999,2.664597637552717,1.4529692559139789,0.7298666666666661
0,0.02,8.252000000000002,8.252000000000002,0.013600000000000003,0.4867999999999996,5.335836367186213,1.9138190344827588,0.5381333333333336
0,0.02,8.254400000000002,8.254400000000002,0.014311111111111111,0.43519999999999986,2.407499959395612,1.9628166896551729,0.5615111111111111
0,0.02,8.554844444444443,8.554844444444443,0.014577777777777778,0.3716000000000001,3.886334862447395,1.6354051310344833,0.6139555555555555
0,0.02,8.005066666666668,8.005066666666668,0.01368888888888889,0.5123999999999999,5.5996565656565656,1.923803927272727,0.49306666666666654
0,0.02,8.747466666666666,8.747466666666666,0.013955555555555554,0.32520000000000004,4.780599206349207,1.4737908321839073,0.6675555555555557
0,0.02,8.504177777777779,8.504177777777779,0.014755555555555558,0.38200000000000023,4.193751785889524,1.6380470620689662,0.6029333333333333
0,0.02,8.684355555555554,8.684355555555554,0.014666666666666668,0.3444000000000002,2.6271184706470745,1.6874931862068963,0.6595555555555555
0,0.02,8.709333333333333,8.709333333333333,0.014577777777777778,0.3228,3.4730080808080803,1.4553416367816083,0.6539555555555551
0,0.02,8.05937777777778,8.05937777777778,0.014755555555555556,0.5104000000000001,2.966480691421868,1.9571378022988504,0.5149333333333331
0,0.02,8.947288888888892,8.947288888888892,0.01431111111111111,0.2939999999999998,3.4626810317054226,1.3991763494252873,0.7118222222222222
0,0.02,8.275644444444444,8.275644444444444,0.0152,0.42280000000000006,2.7924946512623023,1.885456,0.5565333333333331
0,0.02,8.596,8.596,0.015022222222222222,0.3707999999999999,4.779456403956403,1.660786850574712,0.6242666666666667
0,0.02,8.427644444444448,8.427644444444448,0.014577777777777778,0.4184000000000001,3.365405242905243,1.8067063264367822,0.6008
0,0.02,7.855822222222223,7.855822222222223,0.013777777777777778,0.5372,3.1905152875013933,1.949005011494253,0.45191111111111104
0,0.02,8.764711111111112,8.764711111111112,0.014933333333333333,0.3204,4.258777538251222,1.4081342804597698,0.6590222222222226
0,0.02,8.221866666666667,8.221866666666667,0.013866666666666668,0.3656000000000001,2.2060865010328423,1.7876914666666663,0.5564444444444445
0,0.02,8.574311111111111,8.574311111111111,0.013600000000000001,0.3844000000000003,4.220010582010582,1.5933422344827581,0.6226666666666665
0,0.02,8.093599999999999,8.093599999999999,0.015466666666666665,0.5288,2.967019943019943,1.9987680827586207,0.5097777777777778
0,0.02,8.474044444444443,8.474044444444443,0.01448888888888889,0.36640000000000006,3.6411264524948734,1.8309789425287348,0.6099555555555557
0,0.02,8.469422222222223,8.469422222222223,0.013333333333333334,0.42360000000000003,2.122280655405975,1.9479420689655176,0.6140444444444443
0,0.02,8.108088888888888,8.108088888888888,0.014577777777777776,0.41480000000000006,3.5319213250517603,1.8323769458128076,0.5144
0,0.02,8.07431111111111,8.07431111111111,0.015200000000000002,0.4848000000000001,3.6613134252744155,1.9932322758620686,0.5083555555555556
0,0.02,8.674666666666665,8.674666666666665,0.014311111111111111,0.36000000000000004,3.427815137281857,1.6597949609195402,0.6439999999999999
0,0.02,8.297066666666668,8.297066666666668,0.014844444444444447,0.4552000000000001,2.9130863433092538,1.9657096275862065,0.5625777777777778
0,0.02,8.21111111111111,8.21111111111111,0.014488888888888888,0.44799999999999984,3.452019900177795,1.9142793116584567,0.5429333333333333
0,0.02,8.498488888888888,8.498488888888888,0.014133333333333333,0.40680000000000016,2.791706830919813,1.8521243494252868,0.6105777777777778
0,0.02,8.697511111111112,8.697511111111112,0.015022222222222223,0.2852000000000002,3.6376703523514666,1.3028277885057473,0.6492444444444445
0,0.02,8.351022222222221,8.351022222222221,0.014755555555555556,0.43959999999999994,2.553203962703963,1.9521422804597701,0.5795555555555555
0,0.02,8.569333333333335,8.569333333333335,0.014311111111111113,0.3360000000000001,4.3077427323634225,1.4384188689655173,0.6215111111111111
0,0.02,8.466666666666667,8.466666666666667,0.015466666666666665,0.43240000000000023,2.9806139122315596,1.8539258942528734,0.6056888888888892
0,0.02,8.774488888888888,8.774488888888888,0.015111111111111112,0.32440000000000013,3.2981203007518793,1.5726078344827585,0.6811555555555555
0,0.02,8.830577777777778,8.830577777777778,0.015111111111111112,0.2844000000000001,4.0807507507507506,1.2757273569786538,0.6834666666666662
0,0.02,8.088177777777776,8.088177777777776,0.014755555555555556,0.5036000000000003,3.516974691974691,1.9324954988505747,0.5174222222222224
0,0.02,8.997866666666669,8.997866666666669,0.01448888888888889,0.25960000000000016,3.5343776008937304,1.251962675862069,0.7229333333333327
